dataset,plotID,series,subplot,scale,type,metric,value
4,SB20079NA,SB20079,NA,100,gamma,ENSPIE,5.503997348381463
4,SB20079NA,SB20079,NA,100,gamma,cover,53.2095
4,SB20081NA,SB20081,NA,100,gamma,div,61
4,SB20081NA,SB20081,NA,100,gamma,ENSPIE,4.711930758370259
4,SB20081NA,SB20081,NA,100,gamma,cover,82.959
4,SB20083NA,SB20083,NA,100,gamma,div,51
4,SB20083NA,SB20083,NA,100,gamma,ENSPIE,3.7325859123529725
4,SB20083NA,SB20083,NA,100,gamma,cover,81.2425
4,SB20084NA,SB20084,NA,100,gamma,div,52
4,SB20084NA,SB20084,NA,100,gamma,ENSPIE,2.606453330913181
4,SB20084NA,SB20084,NA,100,gamma,cover,83.1965
4,SB20100NA,SB20100,NA,100,gamma,div,57
4,SB20100NA,SB20100,NA,100,gamma,ENSPIE,9.352714800214299
4,SB20100NA,SB20100,NA,100,gamma,cover,80.6295
4,SB20101NA,SB20101,NA,100,gamma,div,81
4,SB20101NA,SB20101,NA,100,gamma,ENSPIE,12.732130251786005
4,SB20101NA,SB20101,NA,100,gamma,cover,138.6385
4,SB20102NA,SB20102,NA,100,gamma,div,65
4,SB20102NA,SB20102,NA,100,gamma,ENSPIE,6.456078823703942
4,SB20102NA,SB20102,NA,100,gamma,cover,110.993
4,SB20103NA,SB20103,NA,100,gamma,div,68
4,SB20103NA,SB20103,NA,100,gamma,ENSPIE,2.3941194876202876
4,SB20103NA,SB20103,NA,100,gamma,cover,86.45
4,SB20104NA,SB20104,NA,100,gamma,div,66
4,SB20104NA,SB20104,NA,100,gamma,ENSPIE,11.709791881760328
4,SB20104NA,SB20104,NA,100,gamma,cover,107.767
4,SB20150NA,SB20150,NA,100,gamma,div,26
4,SB20150NA,SB20150,NA,100,gamma,ENSPIE,6.48320023529618
4,SB20150NA,SB20150,NA,100,gamma,cover,26.846
4,SB20160NA,SB20160,NA,100,gamma,div,50
4,SB20160NA,SB20160,NA,100,gamma,ENSPIE,5.067721409136194
4,SB20160NA,SB20160,NA,100,gamma,cover,33.7625
4,SB20169NA,SB20169,NA,100,gamma,div,54
4,SB20169NA,SB20169,NA,100,gamma,ENSPIE,9.368981596913686
4,SB20169NA,SB20169,NA,100,gamma,cover,65.9305
5,SB18008NA,SB18008,NA,100,gamma,div,70
5,SB18008NA,SB18008,NA,100,gamma,ENSPIE,7.100148135147933
5,SB18008NA,SB18008,NA,100,gamma,cover,76.169
5,SB18019NA,SB18019,NA,100,gamma,div,56
5,SB18019NA,SB18019,NA,100,gamma,ENSPIE,6.8266821671099
5,SB18019NA,SB18019,NA,100,gamma,cover,81.7445
5,SB18024NA,SB18024,NA,100,gamma,div,62
5,SB18024NA,SB18024,NA,100,gamma,ENSPIE,9.036780535119346
5,SB18024NA,SB18024,NA,100,gamma,cover,79.438
5,SB18025NA,SB18025,NA,100,gamma,div,57
5,SB18025NA,SB18025,NA,100,gamma,ENSPIE,6.61481494811507
5,SB18025NA,SB18025,NA,100,gamma,cover,70.4765
5,SB18029NA,SB18029,NA,100,gamma,div,61
5,SB18029NA,SB18029,NA,100,gamma,ENSPIE,8.166852966901624
5,SB18029NA,SB18029,NA,100,gamma,cover,115.0065
5,SB20086NA,SB20086,NA,100,gamma,div,49
5,SB20086NA,SB20086,NA,100,gamma,ENSPIE,5.626817688204339
5,SB20086NA,SB20086,NA,100,gamma,cover,79.826
5,SB20112NA,SB20112,NA,100,gamma,div,74
5,SB20112NA,SB20112,NA,100,gamma,ENSPIE,6.228778257168067
5,SB20112NA,SB20112,NA,100,gamma,cover,166.0145
5,SB20113NA,SB20113,NA,100,gamma,div,89
5,SB20113NA,SB20113,NA,100,gamma,ENSPIE,17.102975162467736
5,SB20113NA,SB20113,NA,100,gamma,cover,139.755
5,SB20120NA,SB20120,NA,100,gamma,div,71
5,SB20120NA,SB20120,NA,100,gamma,ENSPIE,12.2473919396539
5,SB20120NA,SB20120,NA,100,gamma,cover,143.7975
5,SB20121NA,SB20121,NA,100,gamma,div,69
5,SB20121NA,SB20121,NA,100,gamma,ENSPIE,5.157227486143293
5,SB20121NA,SB20121,NA,100,gamma,cover,163.853
5,SB20122NA,SB20122,NA,100,gamma,div,97
5,SB20122NA,SB20122,NA,100,gamma,ENSPIE,11.450516572324187
5,SB20122NA,SB20122,NA,100,gamma,cover,157.6795
5,SB20129NA,SB20129,NA,100,gamma,div,48
5,SB20129NA,SB20129,NA,100,gamma,ENSPIE,2.0165532885548174
5,SB20129NA,SB20129,NA,100,gamma,cover,75.079
5,SB20130NA,SB20130,NA,100,gamma,div,52
5,SB20130NA,SB20130,NA,100,gamma,ENSPIE,3.8137326770652513
5,SB20130NA,SB20130,NA,100,gamma,cover,137.8925
5,SB20136NA,SB20136,NA,100,gamma,div,56
5,SB20136NA,SB20136,NA,100,gamma,ENSPIE,13.718423196766372
5,SB20136NA,SB20136,NA,100,gamma,cover,140.133
5,SB20139NA,SB20139,NA,100,gamma,div,59
5,SB20139NA,SB20139,NA,100,gamma,ENSPIE,7.579267362619034
5,SB20139NA,SB20139,NA,100,gamma,cover,104.523
6,UAS01NA,UAS01,NA,100,gamma,div,52
6,UAS01NA,UAS01,NA,100,gamma,ENSPIE,5.044767723227972
6,UAS01NA,UAS01,NA,100,gamma,cover,165.76
6,UAS02NA,UAS02,NA,100,gamma,div,78
6,UAS02NA,UAS02,NA,100,gamma,ENSPIE,10.049340358656826
6,UAS02NA,UAS02,NA,100,gamma,cover,83.236
6,UAS03NA,UAS03,NA,100,gamma,div,41
6,UAS03NA,UAS03,NA,100,gamma,ENSPIE,3.0877096507175508
6,UAS03NA,UAS03,NA,100,gamma,cover,126.447
6,UAS04NA,UAS04,NA,100,gamma,div,66
6,UAS04NA,UAS04,NA,100,gamma,ENSPIE,8.025196236168979
6,UAS04NA,UAS04,NA,100,gamma,cover,110.977
6,UAS05NA,UAS05,NA,100,gamma,div,59
6,UAS05NA,UAS05,NA,100,gamma,ENSPIE,8.454980988439935
6,UAS05NA,UAS05,NA,100,gamma,cover,124.386
6,UAS06NA,UAS06,NA,100,gamma,div,62
6,UAS06NA,UAS06,NA,100,gamma,ENSPIE,7.390347821499195
6,UAS06NA,UAS06,NA,100,gamma,cover,89.125
6,UAS09NA,UAS09,NA,100,gamma,div,40
6,UAS09NA,UAS09,NA,100,gamma,ENSPIE,4.307708018770607
6,UAS09NA,UAS09,NA,100,gamma,cover,121.943
6,UAS10NA,UAS10,NA,100,gamma,div,51
6,UAS10NA,UAS10,NA,100,gamma,ENSPIE,5.428616643412704
6,UAS10NA,UAS10,NA,100,gamma,cover,75.3495
6,UAS11NA,UAS11,NA,100,gamma,div,34
6,UAS11NA,UAS11,NA,100,gamma,ENSPIE,4.96843855069099
6,UAS11NA,UAS11,NA,100,gamma,cover,38.053
6,UAS12NA,UAS12,NA,100,gamma,div,58
6,UAS12NA,UAS12,NA,100,gamma,ENSPIE,5.9396294700768975
6,UAS12NA,UAS12,NA,100,gamma,cover,133.828
6,UAS13NA,UAS13,NA,100,gamma,div,58
6,UAS13NA,UAS13,NA,100,gamma,ENSPIE,4.550042972549366
6,UAS13NA,UAS13,NA,100,gamma,cover,102.199
6,UAS14NA,UAS14,NA,100,gamma,div,55
6,UAS14NA,UAS14,NA,100,gamma,ENSPIE,7.221931266525988
6,UAS14NA,UAS14,NA,100,gamma,cover,90.138
6,UAS15NA,UAS15,NA,100,gamma,div,25
6,UAS15NA,UAS15,NA,100,gamma,ENSPIE,5.666273781671104
6,UAS15NA,UAS15,NA,100,gamma,cover,91.189
6,UAS16NA,UAS16,NA,100,gamma,div,30
6,UAS16NA,UAS16,NA,100,gamma,ENSPIE,4.668941169515295
6,UAS16NA,UAS16,NA,100,gamma,cover,125.167
6,UAS17NA,UAS17,NA,100,gamma,div,48
6,UAS17NA,UAS17,NA,100,gamma,ENSPIE,8.437984559451621
6,UAS17NA,UAS17,NA,100,gamma,cover,121.981
6,UAS18NA,UAS18,NA,100,gamma,div,57
6,UAS18NA,UAS18,NA,100,gamma,ENSPIE,7.836578455258726
6,UAS18NA,UAS18,NA,100,gamma,cover,89.4685
6,UAS19NA,UAS19,NA,100,gamma,div,79
6,UAS19NA,UAS19,NA,100,gamma,ENSPIE,6.2119927668342205
6,UAS19NA,UAS19,NA,100,gamma,cover,170.7395
6,UAS20NA,UAS20,NA,100,gamma,div,24
6,UAS20NA,UAS20,NA,100,gamma,ENSPIE,3.464422909721658
6,UAS20NA,UAS20,NA,100,gamma,cover,124.066
6,UAS21NA,UAS21,NA,100,gamma,div,61
6,UAS21NA,UAS21,NA,100,gamma,ENSPIE,9.066833600986582
6,UAS21NA,UAS21,NA,100,gamma,cover,172.259
6,UAS22NA,UAS22,NA,100,gamma,div,18
6,UAS22NA,UAS22,NA,100,gamma,ENSPIE,2.600461178838709
6,UAS22NA,UAS22,NA,100,gamma,cover,41.016
6,UAS23NA,UAS23,NA,100,gamma,div,37
6,UAS23NA,UAS23,NA,100,gamma,ENSPIE,6.67116861827398
6,UAS23NA,UAS23,NA,100,gamma,cover,114.985
6,UAS24NA,UAS24,NA,100,gamma,div,29
6,UAS24NA,UAS24,NA,100,gamma,ENSPIE,4.492417694987608
6,UAS24NA,UAS24,NA,100,gamma,cover,129.8375
6,UAS25NA,UAS25,NA,100,gamma,div,39
6,UAS25NA,UAS25,NA,100,gamma,ENSPIE,2.613661264052448
6,UAS25NA,UAS25,NA,100,gamma,cover,77.817
6,UAS26NA,UAS26,NA,100,gamma,div,37
6,UAS26NA,UAS26,NA,100,gamma,ENSPIE,8.74842268174066
6,UAS26NA,UAS26,NA,100,gamma,cover,93.636
6,UAS27NA,UAS27,NA,100,gamma,div,13
6,UAS27NA,UAS27,NA,100,gamma,ENSPIE,2.6279687691993603
6,UAS27NA,UAS27,NA,100,gamma,cover,61.3605
6,UAS28NA,UAS28,NA,100,gamma,div,32
6,UAS28NA,UAS28,NA,100,gamma,ENSPIE,6.956383156953502
6,UAS28NA,UAS28,NA,100,gamma,cover,112.391
6,UAS29NA,UAS29,NA,100,gamma,div,15
6,UAS29NA,UAS29,NA,100,gamma,ENSPIE,2.7883456691046087
6,UAS29NA,UAS29,NA,100,gamma,cover,71.591
6,UAS30NA,UAS30,NA,100,gamma,div,46
6,UAS30NA,UAS30,NA,100,gamma,ENSPIE,4.760732204909647
6,UAS30NA,UAS30,NA,100,gamma,cover,103.444
6,UAS31NA,UAS31,NA,100,gamma,div,50
6,UAS31NA,UAS31,NA,100,gamma,ENSPIE,2.9172808997414674
6,UAS31NA,UAS31,NA,100,gamma,cover,62.03
6,UAS32NA,UAS32,NA,100,gamma,div,50
6,UAS32NA,UAS32,NA,100,gamma,ENSPIE,3.725368422691205
6,UAS32NA,UAS32,NA,100,gamma,cover,115.932
6,UAS33NA,UAS33,NA,100,gamma,div,43
6,UAS33NA,UAS33,NA,100,gamma,ENSPIE,4.329793942704693
6,UAS33NA,UAS33,NA,100,gamma,cover,111.68
6,UAS34NA,UAS34,NA,100,gamma,div,25
6,UAS34NA,UAS34,NA,100,gamma,ENSPIE,4.175753802990544
6,UAS34NA,UAS34,NA,100,gamma,cover,87.92
6,UAS35NA,UAS35,NA,100,gamma,div,48
6,UAS35NA,UAS35,NA,100,gamma,ENSPIE,5.701387151202884
6,UAS35NA,UAS35,NA,100,gamma,cover,109.175
6,UAS36NA,UAS36,NA,100,gamma,div,48
6,UAS36NA,UAS36,NA,100,gamma,ENSPIE,7.265954137259427
6,UAS36NA,UAS36,NA,100,gamma,cover,85.037
6,UAS37NA,UAS37,NA,100,gamma,div,13
6,UAS37NA,UAS37,NA,100,gamma,ENSPIE,3.9231353464454526
6,UAS37NA,UAS37,NA,100,gamma,cover,21.8155
6,UAS38NA,UAS38,NA,100,gamma,div,11
6,UAS38NA,UAS38,NA,100,gamma,ENSPIE,2.278839463781765
6,UAS38NA,UAS38,NA,100,gamma,cover,110.505
6,UAS39NA,UAS39,NA,100,gamma,div,14
6,UAS39NA,UAS39,NA,100,gamma,ENSPIE,1.9389084023569598
6,UAS39NA,UAS39,NA,100,gamma,cover,23.580000000000002
6,UAS40NA,UAS40,NA,100,gamma,div,47
6,UAS40NA,UAS40,NA,100,gamma,ENSPIE,8.514005922944811
6,UAS40NA,UAS40,NA,100,gamma,cover,143.904
6,UAS41NA,UAS41,NA,100,gamma,div,46
6,UAS41NA,UAS41,NA,100,gamma,ENSPIE,7.5820024028254505
6,UAS41NA,UAS41,NA,100,gamma,cover,90.0205
6,UAS42NA,UAS42,NA,100,gamma,div,19
6,UAS42NA,UAS42,NA,100,gamma,ENSPIE,7.598233215223473
6,UAS42NA,UAS42,NA,100,gamma,cover,36.5415
6,UAS43NA,UAS43,NA,100,gamma,div,44
6,UAS43NA,UAS43,NA,100,gamma,ENSPIE,4.404701911061531
6,UAS43NA,UAS43,NA,100,gamma,cover,114.8185
6,UAS44NA,UAS44,NA,100,gamma,div,62
6,UAS44NA,UAS44,NA,100,gamma,ENSPIE,6.302582299610513
6,UAS44NA,UAS44,NA,100,gamma,cover,96.5105
6,UAS45NA,UAS45,NA,100,gamma,div,60
6,UAS45NA,UAS45,NA,100,gamma,ENSPIE,7.430348035488922
6,UAS45NA,UAS45,NA,100,gamma,cover,111.3905
6,UAS46NA,UAS46,NA,100,gamma,div,41
6,UAS46NA,UAS46,NA,100,gamma,ENSPIE,6.950279179934901
6,UAS46NA,UAS46,NA,100,gamma,cover,85.864
6,UAS47NA,UAS47,NA,100,gamma,div,46
6,UAS47NA,UAS47,NA,100,gamma,ENSPIE,3.4299519137289307
6,UAS47NA,UAS47,NA,100,gamma,cover,136.9785
6,UAS48NA,UAS48,NA,100,gamma,div,63
6,UAS48NA,UAS48,NA,100,gamma,ENSPIE,11.423167182975027
6,UAS48NA,UAS48,NA,100,gamma,cover,115.596
6,UAS49NA,UAS49,NA,100,gamma,div,23
6,UAS49NA,UAS49,NA,100,gamma,ENSPIE,8.216264515920999
6,UAS49NA,UAS49,NA,100,gamma,cover,35.0025
6,UAS50NA,UAS50,NA,100,gamma,div,34
6,UAS50NA,UAS50,NA,100,gamma,ENSPIE,9.74121637571226
6,UAS50NA,UAS50,NA,100,gamma,cover,50.408
6,UAS51NA,UAS51,NA,100,gamma,div,68
6,UAS51NA,UAS51,NA,100,gamma,ENSPIE,5.690069803093011
6,UAS51NA,UAS51,NA,100,gamma,cover,90.7685
6,UAS55NA,UAS55,NA,100,gamma,div,45
6,UAS55NA,UAS55,NA,100,gamma,ENSPIE,3.5222077587692
6,UAS55NA,UAS55,NA,100,gamma,cover,86.7185
7,NFD21_01NA,NFD21_01,NA,100,gamma,div,53
7,NFD21_01NA,NFD21_01,NA,100,gamma,ENSPIE,11.512454764836269
7,NFD21_01NA,NFD21_01,NA,100,gamma,cover,108.765
7,NFD21_02NA,NFD21_02,NA,100,gamma,div,56
7,NFD21_02NA,NFD21_02,NA,100,gamma,ENSPIE,11.150743536435327
7,NFD21_02NA,NFD21_02,NA,100,gamma,cover,106.215
7,NFD21_03NA,NFD21_03,NA,100,gamma,div,42
7,NFD21_03NA,NFD21_03,NA,100,gamma,ENSPIE,6.59733393881092
7,NFD21_03NA,NFD21_03,NA,100,gamma,cover,79.975
7,NFD21_04NA,NFD21_04,NA,100,gamma,div,42
7,NFD21_04NA,NFD21_04,NA,100,gamma,ENSPIE,10.523508681679855
7,NFD21_04NA,NFD21_04,NA,100,gamma,cover,96.615
7,NFD21_05NA,NFD21_05,NA,100,gamma,div,92
7,NFD21_05NA,NFD21_05,NA,100,gamma,ENSPIE,7.5533914173868695
7,NFD21_05NA,NFD21_05,NA,100,gamma,cover,147.1
7,NFD21_06NA,NFD21_06,NA,100,gamma,div,94
7,NFD21_06NA,NFD21_06,NA,100,gamma,ENSPIE,10.081177469013529
7,NFD21_06NA,NFD21_06,NA,100,gamma,cover,82.08
7,NFD21_07NA,NFD21_07,NA,100,gamma,div,110
7,NFD21_07NA,NFD21_07,NA,100,gamma,ENSPIE,24.6182278591634
7,NFD21_07NA,NFD21_07,NA,100,gamma,cover,124.02
7,NFD21_08NA,NFD21_08,NA,100,gamma,div,126
7,NFD21_08NA,NFD21_08,NA,100,gamma,ENSPIE,9.953575773660097
7,NFD21_08NA,NFD21_08,NA,100,gamma,cover,98.73
7,NFD21_09NA,NFD21_09,NA,100,gamma,div,69
7,NFD21_09NA,NFD21_09,NA,100,gamma,ENSPIE,8.560307864122391
7,NFD21_09NA,NFD21_09,NA,100,gamma,cover,153.74
7,NFD21_10NA,NFD21_10,NA,100,gamma,div,88
7,NFD21_10NA,NFD21_10,NA,100,gamma,ENSPIE,22.235593405804387
7,NFD21_10NA,NFD21_10,NA,100,gamma,cover,117.095
7,NFD21_11NA,NFD21_11,NA,100,gamma,div,77
7,NFD21_11NA,NFD21_11,NA,100,gamma,ENSPIE,9.950912886944957
7,NFD21_11NA,NFD21_11,NA,100,gamma,cover,91.015
7,NFD21_12NA,NFD21_12,NA,100,gamma,div,46
7,NFD21_12NA,NFD21_12,NA,100,gamma,ENSPIE,6.7758046946530754
7,NFD21_12NA,NFD21_12,NA,100,gamma,cover,96.125
7,NFD21_13NA,NFD21_13,NA,100,gamma,div,37
7,NFD21_13NA,NFD21_13,NA,100,gamma,ENSPIE,6.120040338489695
7,NFD21_13NA,NFD21_13,NA,100,gamma,cover,99.965
7,NFD21_14NA,NFD21_14,NA,100,gamma,div,55
7,NFD21_14NA,NFD21_14,NA,100,gamma,ENSPIE,14.522884784255188
7,NFD21_14NA,NFD21_14,NA,100,gamma,cover,77.86
7,NFD21_15NA,NFD21_15,NA,100,gamma,div,58
7,NFD21_15NA,NFD21_15,NA,100,gamma,ENSPIE,15.780501991531054
7,NFD21_15NA,NFD21_15,NA,100,gamma,cover,116.33
7,NFD21_16NA,NFD21_16,NA,100,gamma,div,73
7,NFD21_16NA,NFD21_16,NA,100,gamma,ENSPIE,10.636141864616775
7,NFD21_16NA,NFD21_16,NA,100,gamma,cover,70.16
7,NFD21_17NA,NFD21_17,NA,100,gamma,div,52
7,NFD21_17NA,NFD21_17,NA,100,gamma,ENSPIE,9.193558892803338
7,NFD21_17NA,NFD21_17,NA,100,gamma,cover,133.77
7,NFD21_18NA,NFD21_18,NA,100,gamma,div,82
7,NFD21_18NA,NFD21_18,NA,100,gamma,ENSPIE,14.9615557806848
7,NFD21_18NA,NFD21_18,NA,100,gamma,cover,86.015
7,NFD21_56NA,NFD21_56,NA,100,gamma,div,60
7,NFD21_56NA,NFD21_56,NA,100,gamma,ENSPIE,14.82741065722676
7,NFD21_56NA,NFD21_56,NA,100,gamma,cover,143.7
7,NFD21_57NA,NFD21_57,NA,100,gamma,div,89
7,NFD21_57NA,NFD21_57,NA,100,gamma,ENSPIE,13.026611977614262
7,NFD21_57NA,NFD21_57,NA,100,gamma,cover,121
7,NFD21_58NA,NFD21_58,NA,100,gamma,div,85
7,NFD21_58NA,NFD21_58,NA,100,gamma,ENSPIE,12.945171145199113
7,NFD21_58NA,NFD21_58,NA,100,gamma,cover,109.7
7,NFD21_59NA,NFD21_59,NA,100,gamma,div,39
7,NFD21_59NA,NFD21_59,NA,100,gamma,ENSPIE,7.0530181193817345
7,NFD21_59NA,NFD21_59,NA,100,gamma,cover,110.555
7,NFD21_60NA,NFD21_60,NA,100,gamma,div,39
7,NFD21_60NA,NFD21_60,NA,100,gamma,ENSPIE,6.309707546345036
7,NFD21_60NA,NFD21_60,NA,100,gamma,cover,103.255
7,NFD21_61NA,NFD21_61,NA,100,gamma,div,50
7,NFD21_61NA,NFD21_61,NA,100,gamma,ENSPIE,8.604919189066347
7,NFD21_61NA,NFD21_61,NA,100,gamma,cover,110.515
7,NFD21_62NA,NFD21_62,NA,100,gamma,div,77
7,NFD21_62NA,NFD21_62,NA,100,gamma,ENSPIE,7.071977322222085
7,NFD21_62NA,NFD21_62,NA,100,gamma,cover,116.685
7,NFD21_63NA,NFD21_63,NA,100,gamma,div,95
7,NFD21_63NA,NFD21_63,NA,100,gamma,ENSPIE,3.940071244721337
7,NFD21_63NA,NFD21_63,NA,100,gamma,cover,92.285
7,NFD21_64NA,NFD21_64,NA,100,gamma,div,89
7,NFD21_64NA,NFD21_64,NA,100,gamma,ENSPIE,16.060033746123985
7,NFD21_64NA,NFD21_64,NA,100,gamma,cover,109.95
8,NFD21_20NA,NFD21_20,NA,100,gamma,div,50
8,NFD21_20NA,NFD21_20,NA,100,gamma,ENSPIE,8.67894762090424
8,NFD21_20NA,NFD21_20,NA,100,gamma,cover,77.928
8,NFD21_21NA,NFD21_21,NA,100,gamma,div,21
8,NFD21_21NA,NFD21_21,NA,100,gamma,ENSPIE,5.507838924507879
8,NFD21_21NA,NFD21_21,NA,100,gamma,cover,163.0025
8,NFD21_23NA,NFD21_23,NA,100,gamma,div,37
8,NFD21_23NA,NFD21_23,NA,100,gamma,ENSPIE,6.973528876824647
8,NFD21_23NA,NFD21_23,NA,100,gamma,cover,114.971
8,NFD21_24NA,NFD21_24,NA,100,gamma,div,43
8,NFD21_24NA,NFD21_24,NA,100,gamma,ENSPIE,3.576308265308293
8,NFD21_24NA,NFD21_24,NA,100,gamma,cover,103.7675
8,NFD21_26NA,NFD21_26,NA,100,gamma,div,23
8,NFD21_26NA,NFD21_26,NA,100,gamma,ENSPIE,3.2271699603672666
8,NFD21_26NA,NFD21_26,NA,100,gamma,cover,106.985
8,NFD21_27NA,NFD21_27,NA,100,gamma,div,31
8,NFD21_27NA,NFD21_27,NA,100,gamma,ENSPIE,3.7180857679907615
8,NFD21_27NA,NFD21_27,NA,100,gamma,cover,111.638
8,NFD21_28NA,NFD21_28,NA,100,gamma,div,24
8,NFD21_28NA,NFD21_28,NA,100,gamma,ENSPIE,6.209892241968021
8,NFD21_28NA,NFD21_28,NA,100,gamma,cover,179.257
8,NFD21_30NA,NFD21_30,NA,100,gamma,div,37
8,NFD21_30NA,NFD21_30,NA,100,gamma,ENSPIE,7.2535436268721885
8,NFD21_30NA,NFD21_30,NA,100,gamma,cover,164.5717
8,NFD21_31NA,NFD21_31,NA,100,gamma,div,62
8,NFD21_31NA,NFD21_31,NA,100,gamma,ENSPIE,7.293583395945726
8,NFD21_31NA,NFD21_31,NA,100,gamma,cover,90.2355
8,NFD21_33NA,NFD21_33,NA,100,gamma,div,27
8,NFD21_33NA,NFD21_33,NA,100,gamma,ENSPIE,10.496104763738634
8,NFD21_33NA,NFD21_33,NA,100,gamma,cover,100.0605
8,NFD21_34NA,NFD21_34,NA,100,gamma,div,70
8,NFD21_34NA,NFD21_34,NA,100,gamma,ENSPIE,6.196430809111724
8,NFD21_34NA,NFD21_34,NA,100,gamma,cover,112.605
8,NFD21_35NA,NFD21_35,NA,100,gamma,div,30
8,NFD21_35NA,NFD21_35,NA,100,gamma,ENSPIE,3.5783842623003728
8,NFD21_35NA,NFD21_35,NA,100,gamma,cover,115.35
8,NFD21_36NA,NFD21_36,NA,100,gamma,div,50
8,NFD21_36NA,NFD21_36,NA,100,gamma,ENSPIE,6.27121510081345
8,NFD21_36NA,NFD21_36,NA,100,gamma,cover,115.87
8,NFD21_37NA,NFD21_37,NA,100,gamma,div,40
8,NFD21_37NA,NFD21_37,NA,100,gamma,ENSPIE,9.48107302949562
8,NFD21_37NA,NFD21_37,NA,100,gamma,cover,138.28
8,NFD21_38NA,NFD21_38,NA,100,gamma,div,32
8,NFD21_38NA,NFD21_38,NA,100,gamma,ENSPIE,3.952689528069905
8,NFD21_38NA,NFD21_38,NA,100,gamma,cover,105.355
8,NFD21_39NA,NFD21_39,NA,100,gamma,div,69
8,NFD21_39NA,NFD21_39,NA,100,gamma,ENSPIE,7.938155929114936
8,NFD21_39NA,NFD21_39,NA,100,gamma,cover,117.125
8,NFD21_40NA,NFD21_40,NA,100,gamma,div,42
8,NFD21_40NA,NFD21_40,NA,100,gamma,ENSPIE,6.5100622303226086
8,NFD21_40NA,NFD21_40,NA,100,gamma,cover,146.415
8,NFD21_42NA,NFD21_42,NA,100,gamma,div,46
8,NFD21_42NA,NFD21_42,NA,100,gamma,ENSPIE,9.716851793662032
8,NFD21_42NA,NFD21_42,NA,100,gamma,cover,117.3
8,NFD21_43NA,NFD21_43,NA,100,gamma,div,17
8,NFD21_43NA,NFD21_43,NA,100,gamma,ENSPIE,3.3379666114393305
8,NFD21_43NA,NFD21_43,NA,100,gamma,cover,86.4003
9,NFD21_45NA,NFD21_45,NA,100,gamma,div,3
9,NFD21_45NA,NFD21_45,NA,100,gamma,ENSPIE,1.1485690609369914
9,NFD21_45NA,NFD21_45,NA,100,gamma,cover,29.55
9,NFD21_47NA,NFD21_47,NA,100,gamma,div,7
9,NFD21_47NA,NFD21_47,NA,100,gamma,ENSPIE,1.3619160998676316
9,NFD21_47NA,NFD21_47,NA,100,gamma,cover,28.6
9,NFD21_48NA,NFD21_48,NA,100,gamma,div,4
9,NFD21_48NA,NFD21_48,NA,100,gamma,ENSPIE,2.279186914403684
9,NFD21_48NA,NFD21_48,NA,100,gamma,cover,74.875
9,NFD21_49NA,NFD21_49,NA,100,gamma,div,2
9,NFD21_49NA,NFD21_49,NA,100,gamma,ENSPIE,1.015383705106207
9,NFD21_49NA,NFD21_49,NA,100,gamma,cover,65.5
9,NFD21_50NA,NFD21_50,NA,100,gamma,div,6
9,NFD21_50NA,NFD21_50,NA,100,gamma,ENSPIE,1.3403914467298736
9,NFD21_50NA,NFD21_50,NA,100,gamma,cover,69.15
9,NFD21_51NA,NFD21_51,NA,100,gamma,div,9
9,NFD21_51NA,NFD21_51,NA,100,gamma,ENSPIE,3.555750658472344
9,NFD21_51NA,NFD21_51,NA,100,gamma,cover,90
9,NFD21_52NA,NFD21_52,NA,100,gamma,div,26
9,NFD21_52NA,NFD21_52,NA,100,gamma,ENSPIE,6.1949182217983925
9,NFD21_52NA,NFD21_52,NA,100,gamma,cover,99.505
9,NFD21_53NA,NFD21_53,NA,100,gamma,div,10
9,NFD21_53NA,NFD21_53,NA,100,gamma,ENSPIE,4.099942173727416
9,NFD21_53NA,NFD21_53,NA,100,gamma,cover,43.55
9,NFD21_54NA,NFD21_54,NA,100,gamma,div,12
9,NFD21_54NA,NFD21_54,NA,100,gamma,ENSPIE,2.249906663000054
9,NFD21_54NA,NFD21_54,NA,100,gamma,cover,57.105
9,NFD21_55NA,NFD21_55,NA,100,gamma,div,7
9,NFD21_55NA,NFD21_55,NA,100,gamma,ENSPIE,3.935812837432513
9,NFD21_55NA,NFD21_55,NA,100,gamma,cover,81
10,RZ2214NA,RZ2214,NA,100,gamma,div,50
10,RZ2214NA,RZ2214,NA,100,gamma,ENSPIE,12.360196062342474
10,RZ2214NA,RZ2214,NA,100,gamma,cover,94.99
10,RZ2215NA,RZ2215,NA,100,gamma,div,56
10,RZ2215NA,RZ2215,NA,100,gamma,ENSPIE,14.016917547908955
10,RZ2215NA,RZ2215,NA,100,gamma,cover,90.29
10,RZ2216NA,RZ2216,NA,100,gamma,div,34
10,RZ2216NA,RZ2216,NA,100,gamma,ENSPIE,3.219128546172073
10,RZ2216NA,RZ2216,NA,100,gamma,cover,105.355
10,RZ2217NA,RZ2217,NA,100,gamma,div,39
10,RZ2217NA,RZ2217,NA,100,gamma,ENSPIE,12.961742864119508
10,RZ2217NA,RZ2217,NA,100,gamma,cover,102.085
10,RZ2218NA,RZ2218,NA,100,gamma,div,65
10,RZ2218NA,RZ2218,NA,100,gamma,ENSPIE,12.945378293162449
10,RZ2218NA,RZ2218,NA,100,gamma,cover,110.535
10,RZ2219NA,RZ2219,NA,100,gamma,div,69
10,RZ2219NA,RZ2219,NA,100,gamma,ENSPIE,10.52812923019845
10,RZ2219NA,RZ2219,NA,100,gamma,cover,99.26
11,BS19005NA,BS19005,NA,100,gamma,div,46
